index,Rama,ICF,Cotiza_pension_%,Ingreso_SML_%,Afiliado_salud_%,n_muestra,poblacion_estimada,CV_%,Clasificacion_Precision,Ciudad,Año
4,"Administración pública y defensa, educación y atención de la salud humana",88.4,88.5,76.8,100.0,583,21344.182418059,2.4,✅ Precisión alta,Sincelejo,2026
2,Comercio y reparación de vehículos,51.7,27.5,28.2,99.4,786,29111.43519012325,9.2,⚠️  Precisión aceptable,Sincelejo,2026
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",50.8,22.4,32.0,98.2,203,7295.57323337225,20.7,❌ No confiable,Sincelejo,2026
0,Industrias manufactureras,48.3,22.5,23.1,99.2,256,9344.039944581,18.3,⚠️⚠️ Precisión baja,Sincelejo,2026
6,Construcción,42.9,17.3,13.0,98.3,204,7647.70198014725,24.2,❌ No confiable,Sincelejo,2026
5,Transporte y almacenamiento,39.6,9.0,9.8,100.0,391,14902.243198221,25.4,❌ No confiable,Sincelejo,2026
1,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",39.4,8.7,10.4,99.3,403,14145.25613196875,25.5,❌ No confiable,Sincelejo,2026
3,Alojamiento y servicios de comida,39.1,7.9,10.1,99.4,264,9753.74540922425,33.2,❌ No confiable,Sincelejo,2026
1,"Administración pública y defensa, educación y atención de la salud humana",95.5,94.3,92.6,99.7,855,24489.093251221,1.3,✅ Precisión alta,Tunja,2026
0,"Actividades profesionales, científicas, técnicas y de servicios administrativos",73.6,61.2,61.4,98.2,293,8058.28787089225,7.4,⚠️  Precisión aceptable,Tunja,2026
3,Construcción,69.4,47.9,61.7,98.5,179,5322.739815562,12.3,⚠️  Precisión aceptable,Tunja,2026
2,Comercio y reparación de vehículos,64.2,45.7,50.5,96.3,534,14573.853163675,7.5,⚠️  Precisión aceptable,Tunja,2026
0,"Administración pública y defensa, educación y atención de la salud humana",89.7,88.2,80.8,100.0,542,38156.8483016225,2.5,✅ Precisión alta,Valledupar,2026
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",58.1,34.3,41.5,98.6,172,12480.7727657835,16.7,⚠️⚠️ Precisión baja,Valledupar,2026
6,Comercio y reparación de vehículos,56.1,31.6,39.2,97.4,581,41387.39806817,9.7,⚠️  Precisión aceptable,Valledupar,2026
4,Industrias manufactureras,51.8,27.9,32.3,95.2,189,12804.58512490075,18.5,⚠️⚠️ Precisión baja,Valledupar,2026
5,Construcción,49.2,21.7,29.8,96.1,215,16535.6480894975,20.5,❌ No confiable,Valledupar,2026
2,Transporte y almacenamiento,44.6,13.4,23.3,97.3,285,21266.039572256,23.8,❌ No confiable,Valledupar,2026
1,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",42.9,12.6,19.1,97.0,370,25487.3592938145,21.6,❌ No confiable,Valledupar,2026
3,Alojamiento y servicios de comida,42.4,8.1,20.5,98.6,259,17159.223290487498,33.1,❌ No confiable,Valledupar,2026
8,"Administración pública y defensa, educación y atención de la salud humana",89.0,87.1,81.2,98.9,572,42073.31073784,2.5,✅ Precisión alta,Villavicencio,2026
1,"Suministro de electricidad, gas, agua y gestión de desechos^",87.2,87.3,75.2,99.0,98,7643.8681267975,6.1,✅ Precisión alta,Villavicencio,2026
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",63.2,42.8,50.7,96.1,307,21965.846294735,10.4,⚠️  Precisión aceptable,Villavicencio,2026
6,Construcción,58.1,33.1,52.4,89.0,281,21162.1370267475,13.4,⚠️  Precisión aceptable,Villavicencio,2026
3,Comercio y reparación de vehículos,56.8,38.0,39.8,92.4,826,59853.3377163225,7.0,⚠️  Precisión aceptable,Villavicencio,2026
5,Transporte y almacenamiento,56.3,31.5,42.3,95.0,285,21517.2731288425,13.8,⚠️  Precisión aceptable,Villavicencio,2026
4,Industrias manufactureras,56.1,35.1,44.3,88.9,263,20004.5477318575,13.3,⚠️  Precisión aceptable,Villavicencio,2026
0,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",51.1,26.8,32.3,94.3,320,22305.6020245125,14.6,⚠️  Precisión aceptable,Villavicencio,2026
2,Alojamiento y servicios de comida,45.5,16.5,31.8,88.1,363,25380.0397687625,18.7,⚠️⚠️ Precisión baja,Villavicencio,2026
7,"Administración pública y defensa, educación y atención de la salud humana",90.8,88.0,84.5,100.0,158,14995.4588223275,4.6,✅ Precisión alta,Yopal,2026
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",76.6,64.7,65.0,100.0,69,6426.7366459775,14.1,⚠️  Precisión aceptable,Yopal,2026
0,Transporte y almacenamiento,73.4,58.4,65.1,96.7,64,6888.32780042,16.7,⚠️⚠️ Precisión baja,Yopal,2026
2,Industrias manufactureras,67.7,47.4,58.2,97.7,62,6424.103775965,21.2,❌ No confiable,Yopal,2026
4,Comercio y reparación de vehículos,64.6,45.9,56.9,90.8,200,19046.86506703,12.1,⚠️  Precisión aceptable,Yopal,2026
5,Construcción,57.6,32.2,43.5,97.0,70,7724.4251160525,27.4,❌ No confiable,Yopal,2026
6,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",49.5,24.5,27.5,96.5,57,5487.9248935175,36.8,❌ No confiable,Yopal,2026
1,Alojamiento y servicios de comida,41.6,10.5,24.9,89.4,84,8138.41758951,50.4,❌ No confiable,Yopal,2026
