Nivel,Hombres,Mujeres,Brecha_%,n_hombres,n_mujeres,Ciudad,Año
3. Secundaria,1560000.0,1423000.0,-8.782051282051281,164,106,Bucaramanga A.M.,2026
4. Media,1800000.0,1750000.0,-2.7777777777777777,737,550,Bucaramanga A.M.,2026
5. Técnica/Tecno.,2000000.0,1750905.0,-12.45475,235,263,Bucaramanga A.M.,2026
6. Universitaria,3000000.0,2500000.0,-16.666666666666664,442,456,Bucaramanga A.M.,2026
7. Posgrado,5000000.0,5000000.0,0.0,164,208,Bucaramanga A.M.,2026
2. Primaria,1500000.0,800000.0,-46.666666666666664,271,203,Cali A.M.,2026
3. Secundaria,1500000.0,1200000.0,-20.0,231,131,Cali A.M.,2026
4. Media,1750905.0,1600000.0,-8.618685765361342,882,676,Cali A.M.,2026
5. Técnica/Tecno.,2000000.0,1750905.0,-12.45475,330,388,Cali A.M.,2026
6. Universitaria,3000000.0,2800000.0,-6.666666666666667,370,384,Cali A.M.,2026
7. Posgrado,6000000.0,5000000.0,-16.666666666666664,126,153,Cali A.M.,2026
2. Primaria,1000000.0,520000.0,-48.0,216,112,Cartagena,2026
3. Secundaria,1200000.0,600000.0,-50.0,234,132,Cartagena,2026
4. Media,1750000.0,1000000.0,-42.857142857142854,822,476,Cartagena,2026
5. Técnica/Tecno.,2000000.0,1750000.0,-12.5,413,421,Cartagena,2026
6. Universitaria,3000000.0,2600000.0,-13.333333333333334,338,366,Cartagena,2026
7. Posgrado,6700000.0,4200000.0,-37.3134328358209,81,107,Cartagena,2026
2. Primaria,1200000.0,800000.0,-33.33333333333333,366,195,Cúcuta A.M.,2026
3. Secundaria,1400000.0,800000.0,-42.857142857142854,255,123,Cúcuta A.M.,2026
4. Media,1750905.0,1200000.0,-31.464014324021004,683,528,Cúcuta A.M.,2026
5. Técnica/Tecno.,2000000.0,1750905.0,-12.45475,144,193,Cúcuta A.M.,2026
6. Universitaria,2500000.0,2000000.0,-20.0,238,279,Cúcuta A.M.,2026
7. Posgrado,5500000.0,4200000.0,-23.636363636363637,70,104,Cúcuta A.M.,2026
2. Primaria,1300000.0,600000.0,-53.84615384615385,264,182,Florencia,2026
3. Secundaria,1400000.0,800000.0,-42.857142857142854,157,106,Florencia,2026
4. Media,1750905.0,1300000.0,-25.75268218435609,476,331,Florencia,2026
5. Técnica/Tecno.,2000000.0,1800000.0,-10.0,133,175,Florencia,2026
6. Universitaria,2600000.0,2000000.0,-23.076923076923077,237,271,Florencia,2026
7. Posgrado,5000000.0,4400000.0,-12.0,100,119,Florencia,2026
2. Primaria,1500000.0,1000000.0,-33.33333333333333,164,85,Ibagué,2026
3. Secundaria,1500000.0,1200000.0,-20.0,104,88,Ibagué,2026
4. Media,1750000.0,1500000.0,-14.285714285714285,414,331,Ibagué,2026
5. Técnica/Tecno.,1950000.0,1750000.0,-10.256410256410255,162,191,Ibagué,2026
6. Universitaria,2800000.0,2500000.0,-10.714285714285714,239,254,Ibagué,2026
7. Posgrado,5000000.0,4200000.0,-16.0,101,105,Ibagué,2026
4. Media,1750000.0,1750000.0,0.0,169,62,Inírida,2026
5. Técnica/Tecno.,2800000.0,2500000.0,-10.714285714285714,31,35,Inírida,2026
2. Primaria,800000.0,800000.0,0.0,59,39,Leticia,2026
4. Media,1700000.0,1750000.0,2.941176470588235,151,96,Leticia,2026
5. Técnica/Tecno.,2000000.0,2400000.0,20.0,35,45,Leticia,2026
2. Primaria,1750000.0,1000000.0,-42.857142857142854,302,157,Manizales A.M.,2026
3. Secundaria,1750905.0,1300000.0,-25.75268218435609,203,127,Manizales A.M.,2026
4. Media,1750905.0,1750095.0,-0.046261790331285815,876,559,Manizales A.M.,2026
5. Técnica/Tecno.,2000000.0,1750905.0,-12.45475,417,515,Manizales A.M.,2026
6. Universitaria,3000000.0,2500000.0,-16.666666666666664,500,509,Manizales A.M.,2026
7. Posgrado,6000000.0,4950000.0,-17.5,240,294,Manizales A.M.,2026
2. Primaria,1623000.0,1000000.0,-38.38570548367221,312,196,Medellín A.M.,2026
3. Secundaria,1746500.0,1280000.0,-26.710563985113083,306,173,Medellín A.M.,2026
4. Media,2000000.0,1750000.0,-12.5,976,678,Medellín A.M.,2026
5. Técnica/Tecno.,2300000.0,2000000.0,-13.043478260869565,467,584,Medellín A.M.,2026
6. Universitaria,3500000.0,3000000.0,-14.285714285714285,455,505,Medellín A.M.,2026
7. Posgrado,6000000.0,5240000.0,-12.666666666666668,182,184,Medellín A.M.,2026
2. Primaria,700000.0,1000000.0,42.857142857142854,33,33,Mitú,2026
4. Media,1500000.0,1750000.0,16.666666666666664,116,109,Mitú,2026
5. Técnica/Tecno.,2200000.0,2600000.0,18.181818181818183,93,67,Mitú,2026
6. Universitaria,3500000.0,3500000.0,0.0,90,91,Mitú,2026
7. Posgrado,5200000.0,5000000.0,-3.8461538461538463,47,54,Mitú,2026
4. Media,1800000.0,1300000.0,-27.77777777777778,90,59,Mocoa,2026
5. Técnica/Tecno.,2200000.0,2100000.0,-4.545454545454546,41,44,Mocoa,2026
6. Universitaria,3800000.0,3800000.0,0.0,41,60,Mocoa,2026
2. Primaria,1000000.0,650000.0,-35.0,169,117,Montería,2026
3. Secundaria,1200000.0,620000.0,-48.333333333333336,180,85,Montería,2026
4. Media,1500000.0,1300000.0,-13.333333333333334,640,526,Montería,2026
5. Técnica/Tecno.,1750905.0,1750000.0,-0.051687555863967484,101,115,Montería,2026
6. Universitaria,3000000.0,2400000.0,-20.0,235,274,Montería,2026
7. Posgrado,5252715.0,4000000.0,-23.848904804467786,102,96,Montería,2026
2. Primaria,1300000.0,800000.0,-38.46153846153847,238,126,Neiva,2026
3. Secundaria,1500000.0,930000.0,-38.0,150,123,Neiva,2026
4. Media,1750905.0,1423500.0,-18.69918699186992,585,424,Neiva,2026
5. Técnica/Tecno.,2000000.0,1750905.0,-12.45475,144,177,Neiva,2026
6. Universitaria,2800000.0,2300000.0,-17.857142857142858,303,384,Neiva,2026
7. Posgrado,5000000.0,4500000.0,-10.0,140,143,Neiva,2026
2. Primaria,800000.0,500000.0,-37.5,254,234,Pasto,2026
3. Secundaria,820000.0,600000.0,-26.82926829268293,131,107,Pasto,2026
4. Media,1423000.0,1000000.0,-29.72593113141251,652,608,Pasto,2026
5. Técnica/Tecno.,2000000.0,1750000.0,-12.5,141,180,Pasto,2026
6. Universitaria,2000000.0,1750900.0,-12.455,404,404,Pasto,2026
7. Posgrado,5000000.0,3895500.0,-22.09,231,303,Pasto,2026
2. Primaria,1500000.0,1000000.0,-33.33333333333333,277,161,Pereira A.M.,2026
3. Secundaria,1750000.0,1500000.0,-14.285714285714285,221,134,Pereira A.M.,2026
4. Media,1800000.0,1750000.0,-2.7777777777777777,837,571,Pereira A.M.,2026
5. Técnica/Tecno.,2000000.0,1828000.0,-8.6,346,350,Pereira A.M.,2026
6. Universitaria,3000000.0,2500000.0,-16.666666666666664,408,475,Pereira A.M.,2026
7. Posgrado,5300000.0,5000000.0,-5.660377358490567,144,172,Pereira A.M.,2026
2. Primaria,1000000.0,670000.0,-33.0,208,167,Popayán,2026
3. Secundaria,1100000.0,852000.0,-22.545454545454547,121,84,Popayán,2026
4. Media,1400000.0,1000000.0,-28.57142857142857,393,325,Popayán,2026
5. Técnica/Tecno.,2000000.0,1625000.0,-18.75,239,237,Popayán,2026
6. Universitaria,2500000.0,2300000.0,-8.0,309,311,Popayán,2026
7. Posgrado,5000000.0,4200000.0,-16.0,175,206,Popayán,2026
2. Primaria,800000.0,800000.0,0.0,57,34,Puerto Carreño,2026
4. Media,1500000.0,1200000.0,-20.0,91,45,Puerto Carreño,2026
5. Técnica/Tecno.,2000000.0,1854000.0,-7.3,32,35,Puerto Carreño,2026
2. Primaria,1000000.0,500000.0,-50.0,143,94,Quibdó,2026
3. Secundaria,1080000.0,700000.0,-35.18518518518518,114,61,Quibdó,2026
4. Media,1500000.0,1000000.0,-33.33333333333333,383,260,Quibdó,2026
5. Técnica/Tecno.,1900000.0,1750000.0,-7.894736842105263,100,180,Quibdó,2026
6. Universitaria,2000000.0,2200000.0,10.0,280,438,Quibdó,2026
7. Posgrado,4000000.0,4200000.0,5.0,81,142,Quibdó,2026
1. Sin educación,700000.0,300000.0,-57.14285714285714,62,52,Riohacha,2026
2. Primaria,960000.0,350000.0,-63.541666666666664,189,118,Riohacha,2026
3. Secundaria,960000.0,600000.0,-37.5,177,104,Riohacha,2026
4. Media,1423000.0,800000.0,-43.78074490513001,398,310,Riohacha,2026
5. Técnica/Tecno.,1750905.0,1500000.0,-14.330017905026256,187,201,Riohacha,2026
6. Universitaria,2300000.0,2300000.0,0.0,239,294,Riohacha,2026
7. Posgrado,5000000.0,3962749.0,-20.74502,90,118,Riohacha,2026
3. Secundaria,1800000.0,1750000.0,-2.7777777777777777,104,57,San Andrés,2026
4. Media,2000000.0,1750905.0,-12.45475,311,194,San Andrés,2026
5. Técnica/Tecno.,2000000.0,2000000.0,0.0,115,165,San Andrés,2026
6. Universitaria,3500000.0,3000000.0,-14.285714285714285,105,144,San Andrés,2026
2. Primaria,1000000.0,500000.0,-50.0,77,48,San José del Guaviare,2026
3. Secundaria,1100000.0,800000.0,-27.27272727272727,58,41,San José del Guaviare,2026
4. Media,1800000.0,1200000.0,-33.33333333333333,122,98,San José del Guaviare,2026
5. Técnica/Tecno.,1800000.0,1700000.0,-5.555555555555555,54,73,San José del Guaviare,2026
6. Universitaria,3000000.0,2300000.0,-23.333333333333332,44,68,San José del Guaviare,2026
2. Primaria,1300000.0,900000.0,-30.76923076923077,262,140,Santa Marta,2026
3. Secundaria,1400000.0,900000.0,-35.714285714285715,228,104,Santa Marta,2026
4. Media,1700000.0,1100000.0,-35.294117647058826,868,482,Santa Marta,2026
5. Técnica/Tecno.,1750905.0,1750000.0,-0.051687555863967484,215,262,Santa Marta,2026
6. Universitaria,2800000.0,2500000.0,-10.714285714285714,266,285,Santa Marta,2026
7. Posgrado,5000000.0,4000000.0,-20.0,41,68,Santa Marta,2026
1. Sin educación,600000.0,300000.0,-50.0,85,36,Sincelejo,2026
2. Primaria,750000.0,500000.0,-33.33333333333333,278,143,Sincelejo,2026
3. Secundaria,820000.0,480000.0,-41.46341463414634,225,101,Sincelejo,2026
4. Media,1200000.0,700000.0,-41.66666666666667,685,582,Sincelejo,2026
5. Técnica/Tecno.,1750905.0,1750000.0,-0.051687555863967484,140,143,Sincelejo,2026
6. Universitaria,1800000.0,1750906.0,-2.7274444444444446,232,262,Sincelejo,2026
7. Posgrado,5097656.0,4350000.0,-14.666662481736703,112,137,Sincelejo,2026
2. Primaria,1500000.0,900000.0,-40.0,147,97,Tunja,2026
3. Secundaria,1750905.0,1300000.0,-25.75268218435609,78,61,Tunja,2026
4. Media,1750905.0,1430000.0,-18.3279504027917,373,307,Tunja,2026
5. Técnica/Tecno.,1800000.0,1750905.0,-2.7275,183,239,Tunja,2026
6. Universitaria,2400000.0,2300000.0,-4.166666666666666,320,394,Tunja,2026
7. Posgrado,5000000.0,4500000.0,-10.0,222,307,Tunja,2026
2. Primaria,1000000.0,700000.0,-30.0,216,123,Valledupar,2026
3. Secundaria,1200000.0,750000.0,-37.5,131,70,Valledupar,2026
4. Media,1600000.0,1000000.0,-37.5,617,461,Valledupar,2026
5. Técnica/Tecno.,2000000.0,1750000.0,-12.5,180,210,Valledupar,2026
6. Universitaria,2500000.0,2500000.0,0.0,231,280,Valledupar,2026
7. Posgrado,5050000.0,4200000.0,-16.831683168316832,80,116,Valledupar,2026
2. Primaria,1500000.0,800000.0,-46.666666666666664,254,165,Villavicencio,2026
3. Secundaria,1500000.0,880000.0,-41.333333333333336,195,109,Villavicencio,2026
4. Media,1750905.0,1500000.0,-14.330017905026256,768,658,Villavicencio,2026
5. Técnica/Tecno.,2200000.0,1750000.0,-20.454545454545457,143,150,Villavicencio,2026
6. Universitaria,2620000.0,2000000.0,-23.66412213740458,286,356,Villavicencio,2026
7. Posgrado,5000000.0,4500000.0,-10.0,131,151,Villavicencio,2026
2. Primaria,1500000.0,500000.0,-66.66666666666666,59,41,Yopal,2026
4. Media,2000000.0,1500000.0,-25.0,136,103,Yopal,2026
5. Técnica/Tecno.,2000000.0,1900000.0,-5.0,50,106,Yopal,2026
6. Universitaria,2800000.0,2200000.0,-21.428571428571427,79,94,Yopal,2026
7. Posgrado,4800000.0,4400000.0,-8.333333333333332,36,42,Yopal,2026
