index,Rama,ICE,Ocupados_M,Ciudad,Año
6,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",51.01616356314589,0.006058667738104334,Riohacha,2022
7,Industrias manufactureras,50.574382653955155,0.003000810525220167,Riohacha,2022
5,Comercio y reparación de vehículos,49.694127570019056,0.010236431692765502,Riohacha,2022
3,"Agricultura, ganadería, caza, silvicultura y pesca",48.43799468597946,0.0005088640239489166,Riohacha,2022
4,Alojamiento y servicios de comida,45.74735532780698,0.003961368685090333,Riohacha,2022
1,Transporte y almacenamiento,44.69185978870419,0.0067454649860015,Riohacha,2022
11,Actividades financieras y de seguros,95.81510796783755,0.00023683602659675,San Andrés,2022
10,Información y comunicaciones,95.1021957771586,0.00025193937055208334,San Andrés,2022
8,"Suministro de electricidad, gas, agua y gestión de desechos^",93.26361984768666,0.0003783204405353334,San Andrés,2022
7,"Administración pública y defensa, educación y atención de la salud humana",92.97218584257449,0.0028942186685559164,San Andrés,2022
12,Actividades inmobiliarias,90.3515832677315,0.00015638291446624998,San Andrés,2022
5,Alojamiento y servicios de comida,85.30829546575521,0.004566949303588917,San Andrés,2022
0,Comercio y reparación de vehículos,84.86542517404405,0.0040321212307169165,San Andrés,2022
2,Industrias manufactureras,79.8933233732643,0.0007030954212639167,San Andrés,2022
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",78.64114629022384,0.00154900156968275,San Andrés,2022
9,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",72.82529493769637,0.00114871618135275,San Andrés,2022
1,Transporte y almacenamiento,71.13235477246776,0.0020089465460486665,San Andrés,2022
6,Construcción,70.9810891119147,0.0014883278456520833,San Andrés,2022
4,"Agricultura, ganadería, caza, silvicultura y pesca",58.176448429902905,0.00023797196931858334,San Andrés,2022
5,"Administración pública y defensa, educación y atención de la salud humana",88.82219323233728,0.023815291711669833,Santa Marta,2022
12,Información y comunicaciones,87.3921847852095,0.0022274179968741667,Santa Marta,2022
11,Actividades financieras y de seguros,85.56430396501953,0.002387486525814,Santa Marta,2022
4,Actividades inmobiliarias,81.64732919530627,0.0024562341985771667,Santa Marta,2022
7,"Suministro de electricidad, gas, agua y gestión de desechos^",66.92122073422874,0.00538034499330625,Santa Marta,2022
9,"Agricultura, ganadería, caza, silvicultura y pesca",66.27365326624918,0.002987143810327084,Santa Marta,2022
2,"Actividades profesionales, científicas, técnicas y de servicios administrativos",61.71610776144809,0.016191548546685586,Santa Marta,2022
8,Industrias manufactureras,61.552821584596586,0.01127645656901925,Santa Marta,2022
3,Comercio y reparación de vehículos,58.28560344441512,0.04115962249644367,Santa Marta,2022
1,Alojamiento y servicios de comida,56.626496231909385,0.020919946598682748,Santa Marta,2022
0,Construcción,54.5916103686493,0.0177059921393345,Santa Marta,2022
6,Transporte y almacenamiento,52.30811591116997,0.020939520890356746,Santa Marta,2022
10,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",51.34229110192058,0.020096217894576166,Santa Marta,2022
6,"Administración pública y defensa, educación y atención de la salud humana",91.1128690195128,0.016042527059157253,Sincelejo,2022
8,Información y comunicaciones,90.81731215680774,0.0008583220025738334,Sincelejo,2022
12,Actividades financieras y de seguros,85.22757259555695,0.0015587836358794168,Sincelejo,2022
10,Actividades inmobiliarias,77.63448032456262,0.00023220916505275002,Sincelejo,2022
9,"Suministro de electricidad, gas, agua y gestión de desechos^",73.48713683437099,0.0018283576787031669,Sincelejo,2022
1,"Actividades profesionales, científicas, técnicas y de servicios administrativos",64.23897023169737,0.006397988962182917,Sincelejo,2022
0,Comercio y reparación de vehículos,59.777507391207116,0.02331806943500425,Sincelejo,2022
7,Industrias manufactureras,56.814438857476745,0.006587421874754833,Sincelejo,2022
2,Construcción,53.112618702850135,0.007341496034511834,Sincelejo,2022
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",52.3967249461372,0.012037847644111251,Sincelejo,2022
11,"Agricultura, ganadería, caza, silvicultura y pesca",50.232618892327416,0.0013822241664290832,Sincelejo,2022
3,Alojamiento y servicios de comida,47.53607340954119,0.006167924952001167,Sincelejo,2022
5,Transporte y almacenamiento,45.217018288522134,0.0130145773106155,Sincelejo,2022
9,Actividades financieras y de seguros,90.44387268770569,0.41900859526172907,Todas (Panorama Nacional),2022
3,"Administración pública y defensa, educación y atención de la salud humana",88.33861595410268,2.6654029283269334,Todas (Panorama Nacional),2022
11,Información y comunicaciones,87.72473731009109,0.3828171159179377,Todas (Panorama Nacional),2022
12,Actividades inmobiliarias,83.80123536626718,0.22128187524259635,Todas (Panorama Nacional),2022
6,"Actividades profesionales, científicas, técnicas y de servicios administrativos",73.46373943824173,1.7335914001901143,Todas (Panorama Nacional),2022
4,Industrias manufactureras,69.465268464082,2.343551613157478,Todas (Panorama Nacional),2022
10,"Suministro de electricidad, gas, agua y gestión de desechos^",67.36543249719138,0.5878193574378148,Todas (Panorama Nacional),2022
8,Construcción,62.060806581072406,1.5466537994614247,Todas (Panorama Nacional),2022
0,Comercio y reparación de vehículos,58.98802557278792,3.9703536196406315,Todas (Panorama Nacional),2022
1,Transporte y almacenamiento,56.80720903455237,1.595131281862271,Todas (Panorama Nacional),2022
7,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",54.572356069003916,1.8513969193861213,Todas (Panorama Nacional),2022
5,"Agricultura, ganadería, caza, silvicultura y pesca",51.15783709693946,3.2241358147105674,Todas (Panorama Nacional),2022
2,Alojamiento y servicios de comida,50.15363615312093,1.4826630655645454,Todas (Panorama Nacional),2022
8,Actividades financieras y de seguros,94.10229068817556,0.0018265507475559166,Tunja,2022
2,"Administración pública y defensa, educación y atención de la salud humana",93.55807130321482,0.020493811139332414,Tunja,2022
11,Información y comunicaciones,91.7868811689474,0.001490170701018,Tunja,2022
9,Actividades inmobiliarias,83.2211654318313,0.0005818554537171667,Tunja,2022
4,"Suministro de electricidad, gas, agua y gestión de desechos^",78.40236110717574,0.0015102766949581666,Tunja,2022
5,"Actividades profesionales, científicas, técnicas y de servicios administrativos",73.869813869159,0.007421513987729417,Tunja,2022
7,Construcción,72.19192805771173,0.004873470798292583,Tunja,2022
