index,RAMA,Hombres,Mujeres,Total,Dist_%,Dist_H_%,Dist_M_%,Total_miles,Hombres_miles,Mujeres_miles,Ciudad,Año
11,Actividades inmobiliarias,761.1852240700833,503.67650213116667,1264.86172620125,1.6,1.9,1.3,1,1,1,Tunja,2025
12,"Agricultura, ganadería, caza, silvicultura y pesca",939.5298980275834,265.05190115408334,1204.5817991816666,1.5,2.3,0.7,1,1,0,Tunja,2025
0,Comercio y reparación de vehículos,29222.576118651417,18478.298482865168,47700.87460151658,23.9,25.2,22.2,48,29,18,Valledupar,2025
1,"Administración pública y defensa, educación y atención de la salud humana",13383.695398655416,20227.969469010084,33611.6648676655,16.9,11.5,24.3,34,13,20,Valledupar,2025
2,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",7970.977227685,16956.18788951025,24927.165117195247,12.5,6.9,20.4,25,8,17,Valledupar,2025
3,Transporte y almacenamiento,18546.078203597084,777.671643101,19323.749846698083,9.7,16.0,0.9,19,19,1,Valledupar,2025
4,Construcción,15936.211213502416,635.6658399116667,16571.877053414082,8.3,13.7,0.8,17,16,1,Valledupar,2025
5,Alojamiento y servicios de comida,5094.297114718916,10686.478964574333,15780.77607929325,7.9,4.4,12.9,16,5,11,Valledupar,2025
6,Industrias manufactureras,9521.49898642525,5169.550319772334,14691.049306197583,7.4,8.2,6.2,15,10,5,Valledupar,2025
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",6256.3453055975,6856.856860806583,13113.202166404084,6.6,5.4,8.2,13,6,7,Valledupar,2025
8,"Suministro de electricidad, gas, agua y gestión de desechos^",3124.1714158325,686.7769436625,3810.9483594949997,1.9,2.7,0.8,4,3,1,Valledupar,2025
9,Actividades financieras y de seguros,2188.8050051595,1543.8112987241666,3732.6163038836667,1.9,1.9,1.9,4,2,2,Valledupar,2025
10,Información y comunicaciones,1789.3919492241666,771.4168755356667,2560.8088247598334,1.3,1.5,0.9,3,2,1,Valledupar,2025
11,"Agricultura, ganadería, caza, silvicultura y pesca",1775.95895365325,179.53898811416667,1955.4979417674167,1.0,1.5,0.2,2,2,0,Valledupar,2025
12,Actividades inmobiliarias,1236.1341373725,172.77195419,1408.9060915625,0.7,1.1,0.2,1,1,0,Valledupar,2025
0,Comercio y reparación de vehículos,35040.01329016225,28688.504992174,63728.51828233625,25.2,25.0,25.3,64,35,29,Villavicencio,2025
1,"Administración pública y defensa, educación y atención de la salud humana",14375.52716953,21414.50537872575,35790.03254825575,14.1,10.3,18.9,36,14,21,Villavicencio,2025
2,Alojamiento y servicios de comida,8533.1785052725,18542.57059526175,27075.749100534253,10.7,6.1,16.4,27,9,19,Villavicencio,2025
3,Construcción,21545.04441345333,1631.4149827733333,23176.459396226666,9.1,15.4,1.4,23,22,2,Villavicencio,2025
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",7231.746520726083,15939.825614486666,23171.57213521275,9.1,5.2,14.1,23,7,16,Villavicencio,2025
5,Transporte y almacenamiento,17786.335503833332,2231.1609796216667,20017.496483454997,7.9,12.7,2.0,20,18,2,Villavicencio,2025
6,"Actividades profesionales, científicas, técnicas y de servicios administrativos",7309.8707538025,12221.2068619275,19531.07761573,7.7,5.2,10.8,20,7,12,Villavicencio,2025
7,Industrias manufactureras,12720.469737724166,6221.701019402,18942.170757126165,7.5,9.1,5.5,19,13,6,Villavicencio,2025
8,"Suministro de electricidad, gas, agua y gestión de desechos^",4635.487035010417,1521.32023057525,6156.807265585667,2.4,3.3,1.3,6,5,2,Villavicencio,2025
9,Actividades inmobiliarias,3489.8742890941667,1227.55488982,4717.429178914166,1.9,2.5,1.1,5,3,1,Villavicencio,2025
10,Información y comunicaciones,2765.9852252441665,1109.4538428363333,3875.4390680805,1.5,2.0,1.0,4,3,1,Villavicencio,2025
11,"Agricultura, ganadería, caza, silvicultura y pesca",2990.87138807,763.0068508158333,3753.8782388858335,1.5,2.1,0.7,4,3,1,Villavicencio,2025
12,Actividades financieras y de seguros,1585.9426079258333,1780.8952960091667,3366.837903935,1.3,1.1,1.6,3,2,2,Villavicencio,2025
0,Comercio y reparación de vehículos,9838.951122554166,7966.631156755,17805.582279309165,21.8,22.3,21.3,18,10,8,Yopal,2025
1,"Administración pública y defensa, educación y atención de la salud humana",5105.0043167808335,9083.3638080625,14188.368124843335,17.4,11.6,24.3,14,5,9,Yopal,2025
2,Alojamiento y servicios de comida,2455.283407235,5880.239262828333,8335.522670063334,10.2,5.6,15.7,8,2,6,Yopal,2025
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",2934.5081957575,4542.013889555,7476.522085312499,9.2,6.6,12.1,7,3,5,Yopal,2025
4,Construcción,6795.553752195833,463.8103412058333,7259.364093401667,8.9,15.4,1.2,7,7,0,Yopal,2025
5,Industrias manufactureras,4101.304303193333,2203.2586053875,6304.562908580833,7.7,9.3,5.9,6,4,2,Yopal,2025
6,Transporte y almacenamiento,5085.1450166791665,855.543015815,5940.688032494167,7.3,11.5,2.3,6,5,1,Yopal,2025
7,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",2026.8084542741667,3872.7303528141665,5899.538807088333,7.2,4.6,10.3,6,2,4,Yopal,2025
8,"Agricultura, ganadería, caza, silvicultura y pesca",2431.2202293833334,286.0169460625,2717.2371754458336,3.3,5.5,0.8,3,2,0,Yopal,2025
9,"Suministro de electricidad, gas, agua y gestión de desechos^",1860.6122581658333,663.3758062358334,2523.9880644016666,3.1,4.2,1.8,3,2,1,Yopal,2025
10,Actividades financieras y de seguros,476.68231088,868.8348567658334,1345.5171676458333,1.6,1.1,2.3,1,0,1,Yopal,2025
11,Actividades inmobiliarias,460.98891573416665,438.6387827391667,899.6276984733333,1.1,1.0,1.2,1,0,0,Yopal,2025
12,Información y comunicaciones,575.379596265,297.7610548425,873.1406511075,1.1,1.3,0.8,1,1,0,Yopal,2025
