index,Rama,IVI,Ocupados_miles,n_muestra,poblacion_estimada,Ciudad,Año
0,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",34.7,22,320,22305.6020245125,Villavicencio,2026
3,Comercio y reparación de vehículos,33.2,60,826,59853.3377163225,Villavicencio,2026
2,Alojamiento y servicios de comida,32.8,25,363,25380.0397687625,Villavicencio,2026
4,Industrias manufactureras,30.8,20,263,20004.5477318575,Villavicencio,2026
6,Construcción,30.6,21,281,21162.1370267475,Villavicencio,2026
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",28.1,22,307,21965.846294735,Villavicencio,2026
1,"Suministro de electricidad, gas, agua y gestión de desechos^",14.7,8,98,7643.8681267975,Villavicencio,2026
8,"Administración pública y defensa, educación y atención de la salud humana",10.8,42,572,42073.31073784,Villavicencio,2026
6,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",34.9,5,57,5487.9248935175,Yopal,2026
1,Alojamiento y servicios de comida,33.7,8,84,8138.41758951,Yopal,2026
5,Construcción,29.4,8,70,7724.4251160525,Yopal,2026
4,Comercio y reparación de vehículos,28.9,19,200,19046.86506703,Yopal,2026
0,Transporte y almacenamiento,27.6,7,64,6888.32780042,Yopal,2026
2,Industrias manufactureras,22.7,6,62,6424.103775965,Yopal,2026
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",19.0,6,69,6426.7366459775,Yopal,2026
7,"Administración pública y defensa, educación y atención de la salud humana",8.0,15,158,14995.4588223275,Yopal,2026
